Category	Term	Count	Percent	Fold	P-value	Bonferroni	FDR	miRNA
Disease	Squamous Cell Carcinoma, Cerevial	2	0.11764706	0.96340472	0.6337	1	1	hsa-mir-138-1,hsa-mir-138-2
Disease	Cerebral Aneurysm	8	0.4	3.27557604	1.48e-3	1	0.025	hsa-mir-24-1,hsa-mir-9-2,hsa-mir-455,hsa-mir-146a,hsa-mir-9-3,hsa-mir-92a-1,hsa-mir-9-1,hsa-mir-92a-2
Disease	Aortic Aneurysm, Abdominal	3	0.14285714	1.16984858	0.4826	1	1	hsa-mir-19b-1,hsa-mir-362,hsa-mir-155
Disease	Liver Diseases [unspecific]	4	0.13793103	1.12950898	0.4806	1	1	hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-146b
Disease	Parkinson's Disease	9	0.2195122	1.79757222	0.0538	1	0.3053	hsa-mir-19b-1,hsa-mir-9-1,hsa-mir-221,hsa-mir-106a,hsa-mir-129-1,hsa-mir-19b-2,hsa-mir-129-2,hsa-mir-9-3,hsa-mir-9-2
Disease	Unstable Angina	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-155,hsa-mir-19b-2,hsa-mir-19b-1
Disease	Carcinoma, Laryngeal	12	0.19047619	1.55979811	0.0737	1	0.3992	hsa-mir-221,hsa-mir-9-1,hsa-mir-20a,hsa-mir-106b,hsa-mir-1276,hsa-mir-31,hsa-mir-130a,hsa-mir-378a,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-210,hsa-mir-378c
Disease	Carcinoma, Thyroid, Anaplastic	4	0.33333333	2.7296467	0.0485	1	0.2814	hsa-mir-20a,hsa-mir-222,hsa-mir-146b,hsa-mir-221
Disease	Early-Stage Cervical Squamous Cell Carcinoma	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-20a
Disease	Endometriosis	5	0.12195122	0.99865123	0.5742	1	1	hsa-mir-20a,hsa-mir-196b,hsa-mir-223,hsa-mir-142,hsa-mir-150
Disease	Ischemia-Reperfusion Injury	8	0.34782609	2.84832699	4.15e-3	1	0.0538	hsa-mir-24-1,hsa-mir-20a,hsa-mir-92a-1,hsa-mir-146a,hsa-mir-24-2,hsa-mir-223,hsa-mir-92a-2,hsa-mir-155
Disease	Kidney Injury	6	0.21428571	1.75477288	0.1167	1	0.5528	hsa-mir-24-1,hsa-mir-20a,hsa-mir-24-2,hsa-mir-210,hsa-mir-155,hsa-mir-150
Disease	Lung Injury [unspecific]	3	0.42857143	3.50954575	0.0432	1	0.2605	hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-20a
Disease	Pulmonary Sarcoidosis	4	0.36363636	2.9777964	0.0356	1	0.2363	hsa-mir-222,hsa-mir-130a,hsa-mir-221,hsa-mir-20a
Disease	Uveal Melanoma	4	0.36363636	2.9777964	0.0356	1	0.2363	hsa-mir-223,hsa-mir-146a,hsa-mir-155,hsa-mir-20a
Disease	Vasculitis	5	0.625	5.11808756	1.07e-3	0.8168	0.0191	hsa-mir-92a-1,hsa-mir-142,hsa-mir-221,hsa-mir-92a-2,hsa-mir-20a
Disease	Interstitial Cystitis	2	0.18181818	1.4888982	0.3964	1	1	hsa-mir-500a,hsa-mir-500b
Disease	Acute Coronary Syndrome	5	0.22727273	1.86112275	0.1206	1	0.5701	hsa-mir-92a-1,hsa-mir-146a,hsa-mir-223,hsa-mir-92a-2,hsa-mir-155
Disease	Arteriosclerosis Obliterans	6	0.33333333	2.7296467	0.0161	1	0.1275	hsa-mir-222,hsa-mir-92a-1,hsa-mir-142,hsa-mir-130a,hsa-mir-221,hsa-mir-92a-2
Disease	Esophageal Neoplasms	4	0.44444444	3.63952893	0.0166	1	0.1286	hsa-mir-203a,hsa-mir-146a,hsa-mir-92a-1,hsa-mir-203b
Disease	Idiopathic Pulmonary Fibrosis	5	0.33333333	2.7296467	0.0278	1	0.1914	hsa-mir-186,hsa-mir-210,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-155
Disease	Leukemia, Lymphocytic, Chronic, B-Cell	9	0.26470588	2.16766061	0.0172	1	0.1322	hsa-mir-221,hsa-mir-106b,hsa-mir-92a-1,hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-223,hsa-mir-92a-2,hsa-mir-155
Disease	Leukemia, Promyelocytic, Acute	5	0.33333333	2.7296467	0.0278	1	0.1914	hsa-mir-18b,hsa-mir-146a,hsa-mir-92a-1,hsa-mir-142,hsa-mir-92a-2
Disease	Rhinosinusitis	4	0.30769231	2.51967387	0.0635	1	0.3516	hsa-mir-146a,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-155
Disease	Vascular Injuries	6	0.46153846	3.77951081	2.53e-3	1	0.0366	hsa-mir-137,hsa-mir-1283-2,hsa-mir-222,hsa-mir-92a-1,hsa-mir-1283-1,hsa-mir-92a-2
Disease	Astrocytoma	7	0.41176471	3.37191651	2.43e-3	1	0.0354	hsa-mir-137,hsa-mir-24-1,hsa-mir-210,hsa-mir-146a,hsa-mir-221,hsa-mir-155,hsa-mir-106a
Disease	Carcinoma, Lung, Small-Cell	6	0.28571429	2.33969717	0.0345	1	0.2305	hsa-mir-137,hsa-mir-24-1,hsa-mir-335,hsa-mir-24-2,hsa-mir-92a-2,hsa-mir-155
Disease	Gastric Neoplasms	6	0.54545455	4.4666946	8.43e-4	0.6456	0.0159	hsa-mir-129-2,hsa-mir-137,hsa-mir-516a-2,hsa-mir-516a-1,hsa-mir-9-2,hsa-mir-9-1
Disease	Neuropsychiatric Disorders [unspecific]	7	0.31818182	2.60557185	0.0125	1	0.1225	hsa-mir-4521,hsa-mir-129-1,hsa-mir-129-2,hsa-mir-146a,hsa-mir-146b,hsa-mir-137,hsa-mir-511
Disease	Rectal Neoplasms	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-137
Disease	Squamous Cell Carcinoma, Tongue	5	0.18518519	1.51647039	0.2268	1	0.9138	hsa-mir-24-1,hsa-mir-203a,hsa-mir-203b,hsa-mir-24-2,hsa-mir-137
Disease	Aortic Stenosis	5	0.2	1.63778802	0.1812	1	0.765	hsa-mir-24-1,hsa-mir-106a,hsa-mir-31,hsa-mir-24-2,hsa-mir-210
Disease	Carcinoma, Periampullary	1	0.2	1.63778802	0.479	1	1	hsa-mir-31
Disease	Chordoma	4	0.28571429	2.33969717	0.0807	1	0.4281	hsa-mir-140,hsa-mir-222,hsa-mir-155,hsa-mir-31
Disease	Diabetic Foot	3	1	8.18894009	1.80e-3	1	0.0293	hsa-mir-203b,hsa-mir-203a,hsa-mir-31
Disease	Early-Stage Colon Carcinoma	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-31,hsa-mir-106a
Disease	Endometrial Stromal Sarcoma	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-142,hsa-mir-31
Disease	Ewing's Sarcoma	1	0.08333333	0.68241167	0.7916	1	1	hsa-mir-31
Disease	Kawasaki's Syndrome	2	0.33333333	2.7296467	0.16	1	0.7143	hsa-mir-155,hsa-mir-31
Disease	Liver Neoplasms	5	0.2	1.63778802	0.1812	1	0.765	hsa-mir-24-1,hsa-mir-31,hsa-mir-223,hsa-mir-210,hsa-mir-93
Disease	Lymphoma, Large B-Cell	5	0.71428571	5.84924292	4.44e-4	0.34	9.39e-3	hsa-mir-129-2,hsa-mir-9-2,hsa-mir-9-1,hsa-mir-9-3,hsa-mir-31
Disease	Myocardial Infarction	8	0.15384615	1.25983694	0.2972	1	1	hsa-mir-186,hsa-mir-106a,hsa-mir-660,hsa-mir-31,hsa-mir-146a,hsa-mir-210,hsa-mir-155,hsa-mir-150
Disease	Necrotizing Enterocolitis	3	0.27272727	2.2333473	0.1415	1	0.6499	hsa-mir-203a,hsa-mir-203b,hsa-mir-31
Disease	Oral Leukoplakia	4	0.33333333	2.7296467	0.0485	1	0.2814	hsa-mir-129-2,hsa-mir-129-1,hsa-mir-525,hsa-mir-31
Disease	Peritoneal Dialysis Failure	9	0.29032258	2.37743422	9.17e-3	1	0.097	hsa-mir-221,hsa-mir-129-1,hsa-mir-31,hsa-mir-129-2,hsa-mir-335,hsa-mir-146b,hsa-mir-223,hsa-mir-142,hsa-mir-93
Disease	Pleural Mesothelioma	5	0.15625	1.27952189	0.3512	1	1	hsa-mir-221,hsa-mir-31,hsa-mir-335,hsa-mir-222,hsa-mir-223
Disease	Respiratory Syncytial Virus Pneumonia	5	0.27777778	2.27470558	0.0585	1	0.3301	hsa-mir-24-1,hsa-mir-203a,hsa-mir-24-2,hsa-mir-155,hsa-mir-31
Disease	Retinal Neovascularization	3	0.42857143	3.50954575	0.0432	1	0.2605	hsa-mir-106a,hsa-mir-150,hsa-mir-31
Disease	Tuberculosis, Pulmonary	5	0.19230769	1.57479617	0.2036	1	0.8512	hsa-mir-31,hsa-mir-146a,hsa-mir-196b,hsa-mir-223,hsa-mir-155
Disease	Tumor Metastasis, to Liver	2	0.25	2.04723502	0.2545	1	0.8921	hsa-mir-93,hsa-mir-31
Disease	Uterine Leiomyosarcoma	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-31
Disease	Nephrotic Syndrome	2	0.25	2.04723502	0.2545	1	0.8921	hsa-mir-210,hsa-mir-942
Disease	Bronchopulmonary Dysplasia	2	0.125	1.02361751	0.5997	1	1	hsa-mir-146b,hsa-mir-130b
Disease	Diabetic Nephropathy	2	0.08333333	0.68241167	0.8115	1	1	hsa-mir-130b,hsa-mir-146a
Disease	Digeorge Syndrome	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-146a,hsa-mir-130b,hsa-mir-150
Disease	Lupus Nephritis	4	0.30769231	2.51967387	0.0635	1	0.3516	hsa-mir-146a,hsa-mir-130b,hsa-mir-155,hsa-mir-150
Disease	Pituitary Adenoma	3	0.15789474	1.29299054	0.415	1	1	hsa-mir-106b,hsa-mir-520b,hsa-mir-130b
Disease	Scleroderma, Systemic	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-130b
Disease	Stroke, Ischemic	7	0.20588235	1.68595825	0.1112	1	0.555	hsa-mir-130b,hsa-mir-146a,hsa-mir-130a,hsa-mir-223,hsa-mir-210,hsa-mir-155,hsa-mir-150
Disease	Leukemia, Lymphoblastic, Acute, Childhood	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-502,hsa-mir-210,hsa-mir-146a
Disease	Lymphoma, Non-Hodgkin	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-502,hsa-mir-520a,hsa-mir-155
Disease	Aortic Aneurysm	1	0.09090909	0.7444491	0.7624	1	1	hsa-mir-378a
Disease	Colon Adenoma	4	0.19047619	1.55979811	0.2488	1	0.8808	hsa-mir-24-1,hsa-mir-378c,hsa-mir-24-2,hsa-mir-378a
Disease	Dengue Virus Infection	4	0.26666667	2.18371736	0.1	1	0.5104	hsa-mir-223,hsa-mir-378a,hsa-mir-378c,hsa-mir-150
Disease	Myelodysplastic Syndromes	7	0.25	2.04723502	0.0458	1	0.2714	hsa-mir-221,hsa-mir-146a,hsa-mir-222,hsa-mir-378a,hsa-mir-196b,hsa-mir-155,hsa-mir-378c
Disease	Polycythemia Vera	6	0.3	2.45668203	0.0274	1	0.1898	hsa-mir-150,hsa-mir-222,hsa-mir-221,hsa-mir-378a,hsa-mir-155,hsa-mir-378c
Disease	Renal Fibrosis	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-378a,hsa-mir-378c,hsa-mir-196b
Disease	Rhabdomyosarcoma	6	0.33333333	2.7296467	0.0161	1	0.1275	hsa-mir-9-2,hsa-mir-203a,hsa-mir-203b,hsa-mir-9-1,hsa-mir-9-3,hsa-mir-378a
Disease	Gestational Trophoblastic Disease	7	0.53846154	4.40942928	3.31e-4	0.2537	7.36e-3	hsa-mir-516a-2,hsa-mir-516a-1,hsa-mir-517a,hsa-mir-517b,hsa-mir-518b,hsa-mir-520a,hsa-mir-525
Disease	Systemic Lupus Erythematosus, With Pericarditis	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-516a-2,hsa-mir-525,hsa-mir-516a-1
Disease	Carcinoma, Thyroid, Medullary	3	0.27272727	2.2333473	0.1415	1	0.6499	hsa-mir-129-2,hsa-mir-197,hsa-mir-129-1
Disease	Hepatitis [unspecific]	5	0.41666667	3.41205837	9.96e-3	1	0.1029	hsa-mir-9-2,hsa-mir-146a,hsa-mir-197,hsa-mir-9-1,hsa-mir-9-3
Disease	Lymphoma, Burkitt's	5	0.38461538	3.14959234	0.0146	1	0.1419	hsa-mir-146a,hsa-mir-197,hsa-mir-520a,hsa-mir-155,hsa-mir-150
Disease	Mandibular Prognathism	2	0.14285714	1.16984858	0.5248	1	1	hsa-mir-197,hsa-mir-150
Disease	Uterine Leiomyoma	1	0.2	1.63778802	0.479	1	1	hsa-mir-197
Disease	Varicella	1	0.2	1.63778802	0.479	1	1	hsa-mir-197
Disease	Acute Cerebral Infarction	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-24-1,hsa-mir-210,hsa-mir-24-2
Disease	Adrenal Cortex Neoplasms	6	0.5	4.09447005	1.52e-3	1	0.0252	hsa-mir-24-1,hsa-mir-210,hsa-mir-203a,hsa-mir-203b,hsa-mir-142,hsa-mir-24-2
Disease	Carcinoma, Basal Cell	3	0.3	2.45668203	0.1127	1	0.5608	hsa-mir-24-1,hsa-mir-146a,hsa-mir-24-2
Disease	Erythropoiesis	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-24-2,hsa-mir-24-1
Disease	Hyperlipidemia	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-24-2,hsa-mir-24-1
Disease	Irritable Bowel Syndrome	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-24-1,hsa-mir-24-2,hsa-mir-150
Disease	Leukemia, Acute	3	1	8.18894009	1.80e-3	1	0.0293	hsa-mir-24-2,hsa-mir-150,hsa-mir-24-1
Disease	Osteoarthritis	10	0.24390244	1.99730246	0.0218	1	0.1631	hsa-mir-24-1,hsa-mir-9-1,hsa-mir-335,hsa-mir-140,hsa-mir-146a,hsa-mir-146b,hsa-mir-24-2,hsa-mir-130a,hsa-mir-9-3,hsa-mir-9-2
Disease	Alopecia	4	0.44444444	3.63952893	0.0166	1	0.1286	hsa-mir-106b,hsa-mir-203a,hsa-mir-203b,hsa-mir-221
Disease	Autism Spectrum Disorder	8	0.28571429	2.33969717	0.0153	1	0.1229	hsa-mir-106a,hsa-mir-106b,hsa-mir-129-1,hsa-mir-129-2,hsa-mir-140,hsa-mir-146a,hsa-mir-146b,hsa-mir-93
Disease	Cutaneous Melanoma	2	0.10526316	0.86199369	0.6948	1	1	hsa-mir-106b,hsa-mir-150
Disease	Epilepsy	6	0.22222222	1.81976446	0.1015	1	0.5123	hsa-mir-221,hsa-mir-106b,hsa-mir-146a,hsa-mir-130a,hsa-mir-223,hsa-mir-155
Disease	Giant Cell Tumor of Bone	2	0.28571429	2.33969717	0.2067	1	0.8501	hsa-mir-106b,hsa-mir-210
Disease	Liver Transplant Rejection	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-18b,hsa-mir-106b
Disease	Polycystic Ovarian Syndrome	5	0.17241379	1.41188622	0.2753	1	0.9425	hsa-mir-18b,hsa-mir-106b,hsa-mir-223,hsa-mir-93,hsa-mir-155
Disease	Ependymoma	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-24-1
Disease	Hirschsprung's Disease	5	0.22727273	1.86112275	0.1206	1	0.5701	hsa-mir-24-1,hsa-mir-146a,hsa-mir-146b,hsa-mir-885,hsa-mir-142
Disease	Ankylosing Spondylitis	3	0.33333333	2.7296467	0.0864	1	0.4514	hsa-mir-146a,hsa-mir-130a,hsa-mir-155
Disease	Behcet's Disease	2	0.28571429	2.33969717	0.2067	1	0.8501	hsa-mir-146a,hsa-mir-155
Disease	Carcinoma, Gastrointestinal	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-146a
Disease	Carcinoma, Head And Neck	3	0.23076923	1.88975541	0.2053	1	0.8543	hsa-mir-146a,hsa-mir-203a,hsa-mir-203b
Disease	Cardiometabolic Disorders	1	0.25	2.04723502	0.4063	1	1	hsa-mir-146a
Disease	Carotid Atherosclerosis	2	0.2	1.63778802	0.35	1	1	hsa-mir-146a,hsa-mir-221
Disease	Cervical Neoplasms	2	0.10526316	0.86199369	0.6948	1	1	hsa-mir-146a,hsa-mir-155
Disease	Chronic Hepatitis B	5	0.15625	1.27952189	0.3512	1	1	hsa-mir-106a,hsa-mir-146a,hsa-mir-885,hsa-mir-210,hsa-mir-511
Disease	Dermatomyositis	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-146a
Disease	Diabetes Mellitus, Type 1	1	0.25	2.04723502	0.4063	1	1	hsa-mir-146a
Disease	Diabetic Retinopathy	4	0.19047619	1.55979811	0.2488	1	0.8808	hsa-mir-146a,hsa-mir-146b,hsa-mir-106a,hsa-mir-93
Disease	Digestive System Neoplasms	2	0.33333333	2.7296467	0.16	1	0.7143	hsa-mir-146a,hsa-mir-155
Disease	Emphysema	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-146a
Disease	Glomerulonephritis	2	0.28571429	2.33969717	0.2067	1	0.8501	hsa-mir-146a,hsa-mir-155
Disease	IgA Nephropathy	3	0.6	4.91336406	0.0149	1	0.1231	hsa-mir-155,hsa-mir-146a,hsa-mir-877
Disease	Immune Thrombocytopenic Purpura	3	0.23076923	1.88975541	0.2053	1	0.8543	hsa-mir-223,hsa-mir-146a,hsa-mir-3620
Disease	Japanese Encephalitis Virus Infection	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-155,hsa-mir-33a,hsa-mir-146a
Disease	Lofgren's Syndrome	4	0.33333333	2.7296467	0.0485	1	0.2814	hsa-mir-150,hsa-mir-146a,hsa-mir-146b,hsa-mir-93
Disease	Medulloepithelioma	5	0.625	5.11808756	1.07e-3	0.8168	0.0191	hsa-mir-216a,hsa-mir-509-2,hsa-mir-146a,hsa-mir-509-1,hsa-mir-217
Disease	Mesial Temporal Lobe Epilepsy	4	0.22222222	1.81976446	0.1684	1	0.7407	hsa-mir-146a,hsa-mir-532,hsa-mir-155,hsa-mir-196b
Disease	Metabolic Syndrome	3	0.33333333	2.7296467	0.0864	1	0.4514	hsa-mir-33a,hsa-mir-146a,hsa-mir-146b
Disease	Muscular Dystrophy	6	0.20689655	1.69426347	0.1329	1	0.6199	hsa-mir-221,hsa-mir-146a,hsa-mir-222,hsa-mir-223,hsa-mir-155,hsa-mir-150
Disease	Myasthenia Gravis	4	0.28571429	2.33969717	0.0807	1	0.4281	hsa-mir-140,hsa-mir-146a,hsa-mir-885,hsa-mir-150
Disease	Mycobacterium Tuberculosis Infection	5	0.38461538	3.14959234	0.0146	1	0.1419	hsa-mir-140,hsa-mir-146a,hsa-mir-146b,hsa-mir-155,hsa-mir-150
Disease	Neuroinflammation	6	0.54545455	4.4666946	8.43e-4	0.6456	0.0159	hsa-mir-9-2,hsa-mir-146a,hsa-mir-9-1,hsa-mir-93,hsa-mir-155,hsa-mir-9-3
Disease	Oral Lichen Planus	3	0.42857143	3.50954575	0.0432	1	0.2605	hsa-mir-146a,hsa-mir-146b,hsa-mir-155
Disease	Ossification of Posterior Longitudinal Ligament	1	0.2	1.63778802	0.479	1	1	hsa-mir-146a
Disease	Pneumonia	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-155,hsa-mir-146a
Disease	Pregnancy Complications [unspecific]	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-155,hsa-mir-146a
Disease	Sjogren's Syndrome	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-155,hsa-mir-335,hsa-mir-146a
Disease	Systemic Juvenile Idiopathic Arthritis	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-146a
Disease	Thyroid Neoplasms	5	0.3125	2.55904378	0.0365	1	0.2385	hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-130a,hsa-mir-221
Disease	Thyroid-Associated Ophthalmopathy	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-146a
Disease	Wound Inflammation	1	0.125	1.02361751	0.648	1	1	hsa-mir-146a
Disease	Essential Hypertension	5	0.26315789	2.15498423	0.0718	1	0.3915	hsa-mir-590,hsa-mir-9-2,hsa-mir-9-3,hsa-mir-362,hsa-mir-9-1
Disease	Bladder Neoplasms	7	0.18918919	1.54925894	0.1562	1	0.7008	hsa-mir-203a,hsa-mir-9-1,hsa-mir-203b,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-210,hsa-mir-93
Disease	Brain Neoplasms	7	0.29166667	2.38844086	0.0205	1	0.156	hsa-mir-9-1,hsa-mir-520g,hsa-mir-129-1,hsa-mir-129-2,hsa-mir-222,hsa-mir-9-3,hsa-mir-9-2
Disease	Carcinoma, Ovarian, Clear Cell	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-9-1,hsa-mir-9-3,hsa-mir-9-2
Disease	Cardiomyopathy	5	0.20833333	1.70602919	0.1599	1	0.7157	hsa-mir-9-1,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-636,hsa-mir-155
Disease	Childhood Solid Tumor [unspecific]	3	0.27272727	2.2333473	0.1415	1	0.6499	hsa-mir-9-2,hsa-mir-9-1,hsa-mir-9-3
Disease	Early-Stage Gastric Carcinoma	2	0.2	1.63778802	0.35	1	1	hsa-mir-142,hsa-mir-9-1
Disease	Endometrial Neoplasms	5	0.41666667	3.41205837	9.96e-3	1	0.1029	hsa-mir-186,hsa-mir-9-2,hsa-mir-9-3,hsa-mir-9-1,hsa-mir-155
Disease	Epstein-Barr Virus Infection	6	0.33333333	2.7296467	0.0161	1	0.1275	hsa-mir-9-2,hsa-mir-222,hsa-mir-9-3,hsa-mir-142,hsa-mir-9-1,hsa-mir-221
Disease	Kallmann Syndrome	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-9-2,hsa-mir-9-1,hsa-mir-9-3
Disease	Knee Osteoarthritis	4	1	8.18894009	2.17e-4	0.1662	5.67e-3	hsa-mir-223,hsa-mir-9-1,hsa-mir-9-3,hsa-mir-9-2
Disease	MELAS Syndrome	3	1	8.18894009	1.80e-3	1	0.0293	hsa-mir-9-1,hsa-mir-9-3,hsa-mir-9-2
Disease	Machado-Joseph Disease	3	0.27272727	2.2333473	0.1415	1	0.6499	hsa-mir-9-2,hsa-mir-9-1,hsa-mir-9-3
Disease	Non-Alcoholic Steatohepatitis	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-9-3,hsa-mir-9-1,hsa-mir-9-2
Disease	Spinal Muscular Atrophy	4	0.66666667	5.45929339	2.66e-3	1	0.0378	hsa-mir-335,hsa-mir-9-2,hsa-mir-9-1,hsa-mir-9-3
Disease	Waldenstrom Macroglobulinemia	4	0.5	4.09447005	0.0102	1	0.1026	hsa-mir-9-2,hsa-mir-9-1,hsa-mir-155,hsa-mir-9-3
Disease	Amyotrophic Lateral Sclerosis	2	0.22222222	1.81976446	0.3026	1	1	hsa-mir-129-2,hsa-mir-9-2
Disease	Combined Pituitary Hormone Deficiency	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-511
Disease	Fungal Keratitis	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-155,hsa-mir-142,hsa-mir-511
Disease	Acute Lung Injury	1	0.25	2.04723502	0.4063	1	1	hsa-mir-155
Disease	Allergic Asthma	1	0.25	2.04723502	0.4063	1	1	hsa-mir-155
Disease	Atopic Dermatitis	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-155
Disease	Biliary Atresia	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-129-2,hsa-mir-129-1,hsa-mir-155
Disease	Carcinoma, Hepatocellular, HCV-Related	1	0.2	1.63778802	0.479	1	1	hsa-mir-155
Disease	Cardiomyopathy, Ischemic	1	0.05263158	0.43099685	0.9169	1	1	hsa-mir-155
Disease	Coronary Atherosclerosis	2	0.14285714	1.16984858	0.5248	1	1	hsa-mir-155,hsa-mir-221
Disease	Down Syndrome	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-518f,hsa-mir-518e,hsa-mir-155
Disease	Gallstones	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-210,hsa-mir-155
Disease	Gastrojejunal Ulcer	2	1	8.18894009	0.0149	1	0.1427	hsa-mir-155,hsa-mir-146b
Disease	Gout	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-155,hsa-mir-140
Disease	Graft-Versus-Host Disease	2	0.11111111	0.90988223	0.6654	1	1	hsa-mir-93,hsa-mir-155
Disease	Intracerebral Haemorrhage	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-155,hsa-mir-362
Disease	Keratitis	1	0.2	1.63778802	0.479	1	1	hsa-mir-155
Disease	Kidney Diseases [unspecific]	1	0.14285714	1.16984858	0.5988	1	1	hsa-mir-155
Disease	Kidney Transplant Rejection	3	0.27272727	2.2333473	0.1415	1	0.6499	hsa-mir-142,hsa-mir-155,hsa-mir-150
Disease	Leukemia, Myeloid, Acute, Pediatric	4	0.66666667	5.45929339	2.66e-3	1	0.0378	hsa-mir-335,hsa-mir-203a,hsa-mir-203b,hsa-mir-155
Disease	Liposarcoma	1	0.25	2.04723502	0.4063	1	1	hsa-mir-155
Disease	Liver Injury	4	0.26666667	2.18371736	0.1	1	0.5104	hsa-mir-223,hsa-mir-877,hsa-mir-221,hsa-mir-155
Disease	Lymphoma, T-Cell, Cutaneous	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-155,hsa-mir-150
Disease	Male Infertility	4	0.30769231	2.51967387	0.0635	1	0.3516	hsa-mir-885,hsa-mir-335,hsa-mir-210,hsa-mir-155
Disease	Mycosis Fungoides	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-155,hsa-mir-223
Disease	Myeloproliferative Neoplasms	2	0.22222222	1.81976446	0.3026	1	1	hsa-mir-146b,hsa-mir-155
Disease	Myocardial Ischemic-Reperfusion Injury	1	0.0625	0.51180876	0.8767	1	1	hsa-mir-155
Disease	Narcolepsy	2	1	8.18894009	0.0149	1	0.1427	hsa-mir-155,hsa-mir-130a
Disease	Non-Traumatic Subarachnoid Hemorrhage	4	0.36363636	2.9777964	0.0356	1	0.2363	hsa-mir-146b,hsa-mir-142,hsa-mir-155,hsa-mir-150
Disease	Systemic Sclerosis	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-155
Disease	Thrombocytopenia	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-155
Disease	Traumatic Brain Injury	5	0.41666667	3.41205837	9.96e-3	1	0.1029	hsa-mir-223,hsa-mir-142,hsa-mir-93,hsa-mir-155,hsa-mir-150
Disease	Tuberculosis	3	0.23076923	1.88975541	0.2053	1	0.8543	hsa-mir-223,hsa-mir-93,hsa-mir-155
Disease	Viral Myocarditis	4	0.4	3.27557604	0.025	1	0.1829	hsa-mir-222,hsa-mir-146b,hsa-mir-221,hsa-mir-155
Disease	Vitiligo	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-155
Disease	Focal Segmental Glomerulosclerosis	2	0.11764706	0.96340472	0.6337	1	1	hsa-mir-186,hsa-mir-1915
Disease	Aplastic Anemia	3	0.3	2.45668203	0.1127	1	0.5608	hsa-mir-223,hsa-mir-146b,hsa-mir-150
Disease	Ectopic Pregnancy	3	0.23076923	1.88975541	0.2053	1	0.8543	hsa-mir-223,hsa-mir-873,hsa-mir-196b
Disease	Fibromyalgia	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-223
Disease	Helicobacter Pylori Infection	3	0.3	2.45668203	0.1127	1	0.5608	hsa-mir-223,hsa-mir-203a,hsa-mir-203b
